"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"192216","occ","","","19496","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192225","occ","","","19497","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192231","occ","8119","","19498","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"192234","occ","","","19499","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192237","occ","","","19500","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192242","occ","","","19501","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192248","occ","","","19503","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192252","occ","","","19504","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192253","occ","","","19505","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192259","occ","","","19507","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Clarendonian","","13.6","10.3","2012"
"192260","occ","","","19507","Megahippus sp.","genus","43008","","Megahippus","genus","43008","Clarendonian","","13.6","10.3","2012"
"192263","occ","","","19508","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192267","occ","8137","","19510","Acritohippus cf. isonesus","species","43724","","Acritohippus isonesus","species","47040","Barstovian","","15.97","13.6","6294"
"192279","occ","","","19512","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192283","occ","8144","","19513","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Barstovian","","15.97","13.6","6294"
"192303","occ","8152","","19514","Dinohippus leidyanus","species","45784","","Dinohippus leidyanus","species","50541","Late Hemphillian","","10.3","4.9","970"
"192325","occ","8161","","19515","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"192326","occ","8162","","19515","Dinohippus spectans ?","species","45789","recombined as","Pliohippus spectans","species","47024","Clarendonian","","13.6","10.3","6294"
"192327","occ","","","19515","Megahippus sp.","genus","43008","","Megahippus","genus","43008","Clarendonian","","13.6","10.3","2012"
"192349","occ","","","19517","Hipparion forcei","species","46984","","Hipparion forcei","species","46984","Clarendonian","","13.6","10.3","3627"
"192350","occ","8172","","19517","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Clarendonian","","13.6","10.3","6294"
"192351","occ","8173","","19517","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"192352","occ","","","19517","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3627"
"192353","occ","8174","","19517","Pliohippus tantalus","species","50563","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","6294"
"192354","occ","","","19517","Dinohippus cf. leardi","species","45783","","Dinohippus leardi","species","50540","Clarendonian","","13.6","10.3","3627"
"192363","occ","","","19519","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Miocene","","23.03","5.333","3378"
"192364","occ","","F","19519","""Merychippus"" sp.","genus","43009","","Merychippus","genus","43009","Miocene","","23.03","5.333","3378"
"192372","occ","8181","","19521","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"192388","occ","","","19522","""Merychippus"" intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Barstovian","","15.97","13.6","2726"
"192411","occ","","","19528","Megahippus cf. matthewi","species","47999","","Megahippus matthewi","species","47225","Late Clarendonian","","13.6","10.3","3380"
"192412","occ","","","19528","Pliohippus cf. pernix","species","50550","","Pliohippus pernix","species","50550","Late Clarendonian","","13.6","10.3","3380"
"192413","occ","","","19528","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Late Clarendonian","","13.6","10.3","3380"
"192414","occ","8198","","19528","Pseudhipparion gratum","species","51151","","Pseudhipparion gratum","species","46986","Late Clarendonian","","13.6","10.3","6294"
"192420","occ","8201","","19529","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"192424","occ","","","19531","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","2306"
"192426","occ","8203","","19532","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"192435","occ","","","19533","Astrohippus ansae","species","44370","","Astrohippus ansae","species","51007","Hemphillian","","10.3","4.9","2365"
"192436","occ","","","19533","Dinohippus interpolatus","species","45782","","Dinohippus interpolatus","species","47021","Hemphillian","","10.3","4.9","2365"
"192466","occ","8215","","19535","""Merychippus"" coloradense","species","48175","","Merychippus coloradense","species","46979","Barstovian","","15.97","13.6","6244"
"192467","occ","8216","","19535","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Barstovian","","15.97","13.6","6294"
"192468","occ","","","19535","Protohippus sp.","genus","43020","","Protohippus","genus","43020","Barstovian","","15.97","13.6","3380"
"192469","occ","","","19535","Pliohippus sp.","genus","43019","","Pliohippus","genus","43019","Barstovian","","15.97","13.6","3380"
"192470","occ","","","19535","Merychippus calamarius","species","48168","","Merychippus calamarius","species","47035","Barstovian","","15.97","13.6","3380"
"192471","occ","","","19535","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Barstovian","","15.97","13.6","3380"
"192472","occ","8217","","19535","Megahippus cf. mckennai","species","48000","","Megahippus mckennai","species","48000","Barstovian","","15.97","13.6","6294"
"192499","occ","8226","","19537","Neohipparion sp.","genus","43013","","Neohipparion","genus","43013","Miocene","","23.03","5.333","6294"
"192500","occ","8227","","19537","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Miocene","","23.03","5.333","6294"
"192510","occ","","","19538","Equini indet.","tribe","65580","","Equini","tribe","65580","early Early Hemphillian","","10.3","4.9","3224"
"192511","occ","","","19538","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","early Early Hemphillian","","10.3","4.9","3224"
"192518","occ","8232","","19539","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","","13.6","10.3","6294"
"192520","occ","","","19540","Dinohippus sp.","genus","42992","","Dinohippus","genus","42992","Clarendonian","","13.6","10.3","2012"
"192528","occ","","","19541","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192532","occ","8239","","19542","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Barstovian","","15.97","13.6","6294"
"192555","occ","8243","","19547","Acritohippus isonesus","species","43724","","Acritohippus isonesus","species","47040","Early Barstovian","","15.97","13.6","6294"
"192556","occ","","","19547","Merychippus cf. intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Early Barstovian","","15.97","13.6","3378"
"192557","occ","","","19547","Hypohippus cf. pertinax","species","47229","","Hypohippus pertinax","species","47229","Early Barstovian","","15.97","13.6","3380"
"192558","occ","","","19547","Megahippus sp.","genus","43008","","Megahippus","genus","43008","Early Barstovian","","15.97","13.6","3380"
"192559","occ","","","19547","Anchitheriinae indet.","subfamily","53170","","Anchitheriinae","subfamily","53170","Early Barstovian","","15.97","13.6","3380"
"192577","occ","8247","","19548","Acritohippus stylodontus","species","43726","","Acritohippus stylodontus","species","48214","Barstovian","","15.97","13.6","6294"
"192578","occ","","","19548","Merychippus intermontanus","species","48184","recombined as","Scaphohippus intermontanus","species","48184","Barstovian","","15.97","13.6","3754"
"192611","occ","","","19551","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Hemphillian","","10.3","4.9","3626"
"192620","occ","8261","","19553","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Clarendonian","","13.6","10.3","6244"
"192621","occ","","","19553","Pliohippus n. sp. tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","3015"
"192627","occ","","","19553","Hypohippus sp.","genus","43003","","Hypohippus","genus","43003","Clarendonian","","13.6","10.3","3015"
"192628","occ","8265","","19554","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Miocene","","23.03","5.333","6294"
"192666","occ","8280","","19563","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","6294"
"192675","occ","","","19564","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Miocene","","23.03","5.333","2880"
"192677","occ","8282","","19566","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Barstovian","","15.97","13.6","6294"
"192692","occ","","","19570","Neohipparion trampasense","species","49061","","Neohipparion trampasense","species","47015","Miocene","","23.03","5.333","6198"
"192693","occ","","","19570","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Miocene","","23.03","5.333","6198"
"192694","occ","","","19571","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","3272"
"192698","occ","8286","","19574","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"192699","occ","8287","","19575","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"192701","occ","8288","","19576","Equini indet.","tribe","65580","","Equini","tribe","65580","Miocene","","23.03","5.333","6294"
"192709","occ","","","19577","Archaeohippus mourningi","species","44218","","Archaeohippus mourningi","species","49843","Miocene","","23.03","5.333","2880"
"192710","occ","8289","","19577","Acritohippus cf. stylodontus","species","43726","","Acritohippus stylodontus","species","48214","Miocene","","23.03","5.333","6294"
"192722","occ","","","19582","Dinohippus interpolatus","species","45782","","Dinohippus interpolatus","species","47021","Late Hemphillian","","10.3","4.9","6332"
"192723","occ","","","19582","Neohipparion cf. leptode","species","49043","","Neohipparion leptode","species","49043","Late Hemphillian","","10.3","4.9","6332"
"192732","occ","","","19583","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Miocene","","23.03","5.333","3238"
"192737","occ","10245","","19584","Neohipparion trampasense","species","49061","","Neohipparion trampasense","species","47015","Miocene","","23.03","5.333","6294"
"192742","occ","8296","","19586","Parapliohippus carrizoensis","species","49938","","Parapliohippus carrizoensis","species","48171","Miocene","","23.03","5.333","6294"
"192750","occ","8299","","19587","Acritohippus n. sp. quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"192752","occ","8301","","19588","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"192755","occ","8304","","19590","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Barstovian","","15.97","13.6","2065"
"192759","occ","","","19592","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192763","occ","","","19593","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192769","occ","","","19594","Pliohippus tehonensis","species","50564","subjective synonym of","Pliohippus fairbanksi","species","50534","Clarendonian","","13.6","10.3","2012"
"192773","occ","8317","","19595","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Langhian","","15.97","13.82","6294"
"192776","occ","8318","","19596","Equinae indet.","subfamily","65578","","Equinae","subfamily","65578","Miocene","","23.03","5.333","6294"
"192777","occ","8319","","19597","Acritohippus quinni","species","43725","","Acritohippus quinni","species","43725","Miocene","","23.03","5.333","2065"
